Rank,Company,Domain,Vertical,Country,ICP Tier,ICP Score,Monthly Visits,Tech Spend,Has Case Study Match
1610,,digitalbubble.it,Unknown,,Tier 3,20,,5835,No
1611,BHH Affiliates LLC,thekarihigginsteam.com,Real Estate,US,Tier 3,20,,5819,No
1612,,wichitahomeseller.com,Real Estate,US,Tier 3,20,,5819,No
1613,BHH Affiliates LLC,coltonbpropertyontheplains.com,Unknown,,Tier 3,20,,5819,No
1614,,kylejustsellshomes.com,,,Tier 3,20,,5819,No
1615,The Farmhouse Horley,thefarmhousehorley.co.uk,Unknown,GB,Tier 3,20,,5800,No
1616,Lebara Group,lebara.com,Careers,GB,Tier 3,20,,5800,No
1617,,vtmit.vt.edu,Unknown,,Tier 3,20,,5747,No
1618,AmberTech Solutions,ambertech.solutions,Unknown,,Tier 3,20,,5732,No
1619,Los artAculos que se,dialogoroche.cl,Unknown,CL,Tier 3,20,,5700,No
1620,Astellas Pharma Inc,cldn182.com.co,Unknown,,Tier 3,20,,5700,No
1621,Scholastic Logo,litcampteacher.scholastic.com,Unknown,,Tier 3,20,,5568,No
1622,,simpo.ai,Unknown,IN,Tier 3,20,,5454,No
1623,,smeta.ai,Unknown,RU,Tier 3,20,,5299,No
1624,Visa,visa.com.sv,Unknown,US,Tier 3,20,,5298,No
1625,,consultoriaf5.com,Unknown,,Tier 3,20,,5238,No
1626,,fouracresleadership.com,Unknown,GB,Tier 3,20,,5237,No
1627,,cdstockroom.com,Unknown,CN,Tier 3,20,,5225,No
1628,,visa.com.ru,Unknown,RU,Tier 3,20,,5220,No
1629,Visa Inc,visa.com.ua,Unknown,US,Tier 3,20,,5220,No
1630,EY Se,usearlycareers.ey.com,Unknown,US,Tier 3,20,,5208,No
1631,,giannarellifunerals.com.au,,,Tier 3,20,,5200,No
1632,Pflegeinfo.ch,pflegeinfo.ch,Unknown,DE,Tier 3,20,,5200,No
1633,,pre-about.att.com,Unknown,US,Tier 3,20,,5200,No
1634,,brandbaddies.biz,,,Tier 3,20,,5179,No
1635,,keyxpress.store,Unknown,,Tier 3,20,,5174,No
1636,argenx Disclaimer Privacy policy,argenx.uk,Unknown,BE,Tier 3,20,,5150,No
1637,,miramoreiraimoveis.com.br,,,Tier 3,20,,5125,No
1638,,zeropath.click,,,Tier 3,20,,5100,No
1639,,virtualdeck.sa.com,,,Tier 3,20,,5100,No
1640,,hypertech.ru.com,,,Tier 3,20,,5100,No
1641,Micsoroft Co,micsoroft.com,Unknown,ES,Tier 3,20,,5099,No
1642,,gogarden.online,,,Tier 3,20,,5065,No
1643,,omolavanderia.com.br,Unknown,,Tier 3,20,,5051,No
1644,,azmedconnect.my,,,Tier 3,20,,5050,No
1645,,azmedicareupdates.com,,,Tier 3,20,,5050,No
1646,,lavazza.uk,,,Tier 3,20,,5050,No
1647,Visa,visa.com.tt,Travel,US,Tier 3,20,,5050,No
1648,,akcigersagligiinisiyatifi.com,Unknown,,Tier 3,20,,5050,No
1649,,mangguoclub.eu.org,,,Tier 3,20,,5050,No
1650,,actoncopd.com.ph,,,Tier 3,20,,5050,No
1651,,gluesky.ai,,,Tier 3,20,,5040,No
1652,Skip to main content,prevention.stanford.edu,Unknown,,Tier 3,20,,5000,No
1653,,privacyhub-dev.pwc.com,,US,Tier 3,20,,4980,No
1654,Henkel AG,palette-hair.com,Unknown,,Tier 3,20,,4960,No
1655,,tecitaly.pe,Unknown,MX,Tier 3,20,,4960,No
1656,Henkel Ltd,ceresit.uk,Unknown,,Tier 3,20,,4900,No
1657,Hong Kong Baptist University,tiis.hkbu.edu.hk,Unknown,HK,Tier 3,20,,4900,No
1658,,loctite-superbond.ee,Unknown,EE,Tier 3,20,,4900,No
1659,,tangit.hu,Unknown,HU,Tier 3,20,,4900,No
1660,,weru-jp.com,,,Tier 3,20,,4900,No
1661,,tangit.es,Unknown,ES,Tier 3,20,,4900,No
1662,,loctite-superbond.sk,Unknown,,Tier 3,20,,4900,No
1663,,silanbe.com,,,Tier 3,20,,4900,No
1664,Henkel Slovenija d.o.o,loctite-superbond.si,Unknown,SI,Tier 3,20,,4900,No
1665,HENKEL ROMANIA S.R.L,loctite-superglue.ro,Unknown,RO,Tier 3,20,,4900,No
1666,,stoppara.hu,Unknown,HU,Tier 3,20,,4900,No
1667,,siafm.com,,,Tier 3,20,,4900,No
1668,,mybetterworld.es,,,Tier 3,20,,4897,No
1669,,dreamcodersclub.in,Unknown,,Tier 3,20,,4888,No
1670,,jobs.vt.edu,,,Tier 3,20,,4847,No
1671,metaredx.org Inc,metaredx.org,Society,ES,Tier 3,20,,4821,No
1672,Allianz Life Luxembourg SA,allianz.lu,Unknown,LU,Tier 3,20,,4817,No
1673,argenx Aviso legal,argenx.es,Unknown,PT,Tier 3,20,,4800,No
1674,,cairogirlscouts.org,Unknown,,Tier 3,20,,4778,No
1675,,groupebiebank.com,Unknown,,Tier 3,20,,4775,No
1676,,geospherex.com,,,Tier 3,20,,4698,No
1677,FedEx,careers.fedex.com,Unknown,US,Tier 3,20,,4697,No
1678,Visit main University we,marine-science.sydney.edu.au,Unknown,AU,Tier 3,20,,4697,No
1679,,risestate.ca,Unknown,CA,Tier 3,20,,4654,No
1680,,sgcvoluntarybenefits.com,,,Tier 3,20,,4650,No
1681,,securelifeplanning.info,,,Tier 3,20,,4629,No
1682,,equitrac-valtra.com.ar,Unknown,,Tier 3,20,,4625,No
1683,,timberoutdoor.be,Unknown,,Tier 3,20,,4618,No
1684,Festas Brilhantes,festasbrilhantes.com.br,Unknown,,Tier 3,20,,4576,No
1685,Fuel1Direct se,fuel1direct.com,Unknown,,Tier 3,20,,4567,No
1686,,iosb.fraunhofer.de,Unknown,,Tier 3,20,,4530,No
1687,,gemo.fraunhofer.de,Unknown,DE,Tier 3,20,,4500,No
1688,Revuity,revuity.com,Unknown,,Tier 3,20,,4460,No
1689,,loesencialenfamilia.com,,,Tier 3,20,,4459,No
1690,,isi.fraunhofer.de,Unknown,DE,Tier 3,20,,4450,No
1691,AbbVie Inc,allerganaesthetics.pt,Unknown,,Tier 3,20,,4435,No
1692,,allerganaesthetics.es,Unknown,,Tier 3,20,,4435,No
1693,Allergan GmbH,allerganaesthetics.de,Unknown,DE,Tier 3,20,,4435,No
1694,,allerganaesthetics.fr,Unknown,FR,Tier 3,20,,4435,No
1695,,gounchartedroads.com,,,Tier 3,20,,4430,No
1696,Vorwerk Deutschland Stiftung & Co,rezeptwelt.de,Society,DE,Tier 3,20,,4400,No
1697,,julianachotollipsicologa.com.br,,,Tier 3,20,,4399,No
1698,,secretpantacy.com,Unknown,,Tier 3,20,,4377,No
1699,Encounter Global Inc,theencounterglobal.com,Unknown,,Tier 3,20,,4370,No
1700,,career.vt.edu,Unknown,,Tier 3,20,,4357,No
1701,Makoma d.o.o,makoma.si,Unknown,,Tier 3,20,,4319,No
1702,,engage.vt.edu,Unknown,,Tier 3,20,,4304,No
1703,,mcb.vt.edu,,,Tier 3,20,,4304,No
1704,,space.vt.edu,,,Tier 3,20,,4304,No
1705,,gpss.vt.edu,Unknown,,Tier 3,20,,4304,No
1706,,chem.vt.edu,Unknown,,Tier 3,20,,4304,No
1707,,hnfe.vt.edu,Unknown,,Tier 3,20,,4304,No
1708,,xl.vt.edu,,,Tier 3,20,,4304,No
1709,,wellingmotor.com,,,Tier 3,20,,4300,No
1710,Hong Kong Baptist University,eic.hkbu.edu.hk,Unknown,HK,Tier 3,20,,4300,No
1711,Hong Kong Baptist University,cpdr.hkbu.edu.hk,Unknown,HK,Tier 3,20,,4300,No
1712,Hong Kong Baptist University,busrpg.hkbu.edu.hk,Unknown,HK,Tier 3,20,,4300,No
1713,Activision Publishing Inc,cpbundle.com,Unknown,,Tier 3,20,,4300,No
1714,Astellas Pharma Inc,cldn182.com.hk,Unknown,,Tier 3,20,,4300,No
1715,,longsng-tech.com,,,Tier 3,20,,4300,No
1716,Hong Kong Baptist University,policies.hkbu.edu.hk,Unknown,HK,Tier 3,20,,4300,No
1717,,fleetpartner.ch,,,Tier 3,20,,4300,No
1718,,picnicpt-h.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,4297,No
1719,,ashcroft-p.schools.nsw.gov.au,,,Tier 3,20,,4297,No
1720,,toronto-h.schools.nsw.gov.au,,,Tier 3,20,,4297,No
1721,,bellevuehi-p.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,4297,No
1722,,auburnnth-p.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,4297,No
1723,Supplements Aromatik,aromatik.ca,Unknown,CA,Tier 3,20,,4294,No
1724,,myrachi.ru,Unknown,,Tier 3,20,,4270,No
1725,Brandboy,brandboy.nl,Unknown,,Tier 3,20,,4248,No
1726,,kratosfitness.es,,,Tier 3,20,,4240,No
1727,,accessacademy.io,Unknown,,Tier 3,20,,4200,No
1728,,marriottdac.com,,,Tier 3,20,,4200,No
1729,,carvip.com.vn,,,Tier 3,20,,4200,No
1730,,ammonvektor.fraunhofer.de,,,Tier 3,20,,4150,No
1731,Fraunhofer IWM,cpm.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1732,,ivi-forscherkids.de,Family And Parenting,DE,Tier 3,20,,4150,No
1733,Fraunhofer JOSEPH VON FRAUNHOFER-GEDENKJAHR Am,ibp.fraunhofer.de,Unknown,,Tier 3,20,,4150,No
1734,,manitu.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1735,Fraunhofer IAIS,fzml.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1736,Photonics Days Jena,photonicsdays.de,Unknown,DE,Tier 3,20,,4150,No
1737,,zwarp.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1738,,hate-fluor.de,Unknown,DE,Tier 3,20,,4150,No
1739,,dresden.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1740,,aal.fraunhofer.de,Unknown,DE,Tier 3,20,,4150,No
1741,,gs-weidenthal.de,Unknown,DE,Tier 3,20,,4147,No
1742,It Group,orenkz.ru,Unknown,RU,Tier 3,20,,4147,No
1743,,wirfus.de,,,Tier 3,20,,4147,No
1744,,essentive.in,,,Tier 3,20,,4137,No
1745,,tawfikdigital.com,Unknown,,Tier 3,20,,4131,No
1746,,mpelectric.info,,,Tier 3,20,,4128,No
1747,,mmagraduateprograms.com,,,Tier 3,20,,4128,No
1748,Sister Storage,sisterstorage.com,Unknown,,Tier 3,20,,4128,No
1749,Valence Agro,valencemasseyferguson.com.br,Unknown,PT,Tier 3,20,,4128,No
1750,UGA Co,extension.uga.edu,Unknown,,Tier 3,20,,4107,No
1751,UGA Co,pecanbreeding.uga.edu,Unknown,,Tier 3,20,,4107,No
1752,,boeing-sea.com,Unknown,ID,Tier 3,20,,4100,No
1753,Hyderabad Realtors Association,hraindia.org,Real Estate,,Tier 3,20,,4100,No
1754,,argenx.fr,Unknown,ES,Tier 3,20,,4100,No
1755,it co,mylotteriesplay.it.com,Unknown,,Tier 3,20,,4100,No
1756,,batmexico.com.mx,Unknown,MX,Tier 3,20,,4100,No
1757,Henkel AG & Co,persil-kz.com,Unknown,,Tier 3,20,,4100,No
1758,,menariniamla.com,Unknown,ES,Tier 3,20,,4100,No
1759,TREASURE COAST YOGA ACADEMY,treasurecoastyogaacademy.com,Unknown,,Tier 3,20,,4057,No
1760,VELTONE PAINT,veltonepaint.com,Unknown,,Tier 3,20,,4057,No
1761,,cynthiaokozabrands.com,,,Tier 3,20,,4057,No
1762,,rtonline.co.za,,,Tier 3,20,,3997,No
1763,,erturkakademi.com.tr,,,Tier 3,20,,3997,No
1764,,transporthubexpress.com,,,Tier 3,20,,3997,No
1765,,420logy.com,Unknown,US,Tier 3,20,,3997,No
1766,,pltransportation.co.uk,,,Tier 3,20,,3997,No
1767,,matchboxfund.org,Unknown,,Tier 3,20,,3997,No
1768,,globalhitechprojects.com,Unknown,IN,Tier 3,20,,3997,No
1769,Transport i rozdrabnianie odpadow,gep24.pl,Unknown,PL,Tier 3,20,,3990,No
1770,,bandlab.store,,,Tier 3,20,,3987,No
1771,Viessmann,partner-viessmann.it,Unknown,IT,Tier 3,20,,3968,No
1772,,k2-vitamin.no,,,Tier 3,20,,3957,No
1773,Medianz,medianz.net,Unknown,ES,Tier 3,20,,3930,No
1774,,aiplay.it,,,Tier 3,20,,3914,No
1775,Skinova Aesthetics,skinovaaesthetics.com,Unknown,,Tier 3,20,,3910,No
1776,,atabek.online,,,Tier 3,20,,3907,No
1777,,mawadbenaa-mobasat.com,,,Tier 3,20,,3907,No
1778,Distri Vision Service,distri-vision.fr,Unknown,,Tier 3,20,,3907,No
1779,,azin-gl.co.uk,Unknown,GB,Tier 3,20,,3907,No
1780,Bitmern Mining,bitmernmining.com,Unknown,AE,Tier 3,20,,3907,No
1781,,elvisnaturetours.com,,,Tier 3,20,,3907,No
1782,,photokrome.com,,,Tier 3,20,,3906,No
1783,Alpha Sentinel Pvt Ltd,alphasentinel.africa,Unknown,,Tier 3,20,,3851,No
1784,,hyundai.biz.ua,Unknown,,Tier 3,20,,3850,No
1785,,mitalisharanfinance.com,Unknown,,Tier 3,20,,3837,No
1786,,antiguedadeszaragoza.com,,,Tier 3,20,,3837,No
1787,,regardezvotredosenface.com,,,Tier 3,20,,3835,No
1788,Moog GmbH,moog.fi,Unknown,FI,Tier 3,20,,3810,No
1789,Marsh SaldaAA Inc,marshsaldana.com,Unknown,PR,Tier 3,20,,3810,No
1790,Rosenfeld Einstein,rosenfeldeinstein.com,Unknown,US,Tier 3,20,,3810,No
1791,,bearcompany.eu,,,Tier 3,20,,3803,No
1792,,camaradecaraubas.pb.gov.br,Unknown,,Tier 3,20,,3800,No
1793,,calendar.uc.edu,,,Tier 3,20,,3800,No
1794,,trevalo.net,,,Tier 3,20,,3800,No
1795,,camaradecabaceiras.pb.gov.br,Unknown,,Tier 3,20,,3800,No
1796,,camaradeserrabranca.pb.gov.br,,,Tier 3,20,,3800,No
1797,PROMO-VORWERK,promo-vorwerk.fr,Unknown,,Tier 3,20,,3787,No
1798,,mabengineeringservices.com,,,Tier 3,20,,3745,No
1799,,normacontrol.com.br,,,Tier 3,20,,3740,No
1800,,clickivaa.com,,,Tier 3,20,,3740,No
1801,,fixpop.com.br,,,Tier 3,20,,3740,No
1802,Psicologo Espresso,psicologoespresso.com,Unknown,IT,Tier 3,20,,3739,No
1803,MB Haarlem,mbhaarlem.nl,Unknown,NL,Tier 3,20,,3739,No
1804,Front Line Financial Group,frontline-finance.com,Unknown,,Tier 3,20,,3730,No
1805,,tripad-miami-airport.marriott.com,Unknown,US,Tier 3,20,,3728,No
1806,,tolawd.com,,,Tier 3,20,,3720,No
1807,,windtresardegna.it,,,Tier 3,20,,3719,No
1808,,rachilliloveswaim.com,,,Tier 3,20,,3680,No
1809,,practicalbusinessskills.org,,,Tier 3,20,,3670,No
1810,,concord-hospital.org,Unknown,CN,Tier 3,20,,3667,No
1811,,discautolpeugeot.com.br,,,Tier 3,20,,3660,No
1812,,nexida.se,,,Tier 3,20,,3650,No
1813,AmplioMedia,ampliomedia.de,Unknown,DE,Tier 3,20,,3640,No
1814,Braslit Abrasivos,braslit.com.br,Unknown,,Tier 3,20,,3640,No
1815,,campusresidences.hu,,,Tier 3,20,,3640,No
1816,,kgs-airport.gr,Travel,,Tier 3,20,,3640,No
1817,,portaflash.com.br,,,Tier 3,20,,3640,No
1818,,nosagencia.com,,,Tier 3,20,,3640,No
1819,,concorsoguide.it,,,Tier 3,20,,3640,No
1820,Depilacion Laser en Lima - El mejor Centro Estetico de Depilacion Laser en Lima,depilacionlaser.pe,Unknown,,Tier 3,20,,3640,No
1821,,joelaskowski.net,,,Tier 3,20,,3640,No
1822,,pvk-airport.gr,Travel,,Tier 3,20,,3640,No
1823,,hotelrosadailhaguaruja.com.br,Unknown,,Tier 3,20,,3640,No
1824,,clinicaharmony.net,,,Tier 3,20,,3620,No
1825,,kinetpsy.ch,Unknown,CH,Tier 3,20,,3620,No
1826,,callcipher.com,,,Tier 3,20,,3620,No
1827,,sioufas.com,Careers,GR,Tier 3,20,,3620,No
1828,,iclaserenaresearch.cl,Unknown,CL,Tier 3,20,,3604,No
1829,,laura-ia.com.br,,,Tier 3,20,,3580,No
1830,Farah Makeover,farahmakeover.com,Unknown,,Tier 3,20,,3580,No
1831,,dradaphnne.med.br,Unknown,,Tier 3,20,,3580,No
1832,,klccc.uk,Society,GB,Tier 3,20,,3580,No
1833,,msmultiservices31.fr,,,Tier 3,20,,3580,No
1834,,aura-prestige.fr,,,Tier 3,20,,3580,No
1835,Nearestprintingshopnearme.co.uk,nearestprintingshopnearme.co.uk,Unknown,,Tier 3,20,,3580,No
1836,,vitalprasaude.com.br,,,Tier 3,20,,3576,No
1837,,jccm.jp,,,Tier 3,20,,3565,No
1838,,haulage-logistics.com,,,Tier 3,20,,3561,No
1839,,abalphabrokerage.com,,,Tier 3,20,,3561,No
1840,,imperialtb.org,,,Tier 3,20,,3561,No
1841,Almaz Corporation,almazgloballtd.com,Unknown,,Tier 3,20,,3561,No
1842,,lawandawillblawanda.com,Unknown,,Tier 3,20,,3560,No
1843,CardiagHub The Automotive Diagnostic Hub,cardiaghub.com,Unknown,,Tier 3,20,,3560,No
1844,,parksmobiledetailing.com,,,Tier 3,20,,3560,No
1845,SAAD LAMJARRED MUSIC,saadlamjarredmusic.com,Unknown,,Tier 3,20,,3560,No
1846,,empoweringthroughlove.org,,,Tier 3,20,,3560,No
1847,,wonkaoptics.com,,,Tier 3,20,,3560,No
1848,,eletricaroni.com.br,Unknown,,Tier 3,20,,3560,No
1849,,bellaquay.com,Unknown,US,Tier 3,20,,3560,No
1850,,metalesmarbella.es,,,Tier 3,20,,3560,No
1851,,thecalmscience.com,,,Tier 3,20,,3560,No
1852,,kingfishersheriff.gov,,,Tier 3,20,,3560,No
1853,,jengadirect.co.ke,,,Tier 3,20,,3560,No
1854,,justherstories.com,Unknown,,Tier 3,20,,3560,No
1855,,lumeaswiss.com,,,Tier 3,20,,3560,No
1856,,auraedgemedia.com,,,Tier 3,20,,3560,No
1857,,4usfarms.com,,,Tier 3,20,,3560,No
1858,,cajunolinda.com.br,,,Tier 3,20,,3560,No
1859,Nikoosar,nikoosar.com,Unknown,,Tier 3,20,,3560,No
1860,,rankrash.com,,,Tier 3,20,,3560,No
1861,Not So Humble,notso-humble.com,Unknown,,Tier 3,20,,3560,No
1862,,rnmontage.com,,,Tier 3,20,,3560,No
1863,unpluggedrocker,unpluggedrocker.com,Unknown,CA,Tier 3,20,,3560,No
1864,,idelka.com,,,Tier 3,20,,3560,No
1865,,activecreativestudio.com,,,Tier 3,20,,3560,No
1866,,alquranhidayahacademy.com,Unknown,,Tier 3,20,,3560,No
1867,,fairylegendaryrevelation.com,,,Tier 3,20,,3560,No
1868,umatech,umatech.de,Unknown,DE,Tier 3,20,,3560,No
1869,,genconcept.com.br,Unknown,US,Tier 3,20,,3560,No
1870,,mimospraloja.com.br,,,Tier 3,20,,3560,No
1871,,projectcargologistics.com,,,Tier 3,20,,3560,No
1872,,daralhosn.ae,,,Tier 3,20,,3560,No
1873,TapNext,tapnext.in,Unknown,IN,Tier 3,20,,3560,No
1874,,drluispiovezani.com.br,,,Tier 3,20,,3560,No
1875,,granadegaatacarejo.com,,,Tier 3,20,,3560,No
1876,,lifeshield.com.br,,,Tier 3,20,,3560,No
1877,,tahmidulmaula.com,,,Tier 3,20,,3560,No
1878,,midi-plaquiste31.fr,,,Tier 3,20,,3560,No
1879,Bright Path,brightpathnepal.com,Unknown,US,Tier 3,20,,3560,No
1880,,clixonic.com,,,Tier 3,20,,3560,No
1881,,dralbertomartinez.com,Unknown,,Tier 3,20,,3560,No
1882,,giemcco.fr,,,Tier 3,20,,3560,No
1883,Residencial Castel,residencialcastel.com.br,Society,,Tier 3,20,,3560,No
1884,Simplex Locadora,simplexlocadora.com.br,Unknown,,Tier 3,20,,3560,No
1885,,write-for-us.net,,,Tier 3,20,,3560,No
1886,,anytimesiterentals.com,,,Tier 3,20,,3560,No
1887,,contabilidadejms.com.br,,,Tier 3,20,,3560,No
1888,,clinica-dentale-albania.it,Unknown,US,Tier 3,20,,3560,No
1889,,inbet6.com,,,Tier 3,20,,3560,No
1890,Ausforming Pty Ltd.,ausforming.com,Unknown,,Tier 3,20,,3560,No
1891,,snitae.com,Unknown,AE,Tier 3,20,,3560,No
1892,,pinheiropaisagismo.com.br,,,Tier 3,20,,3560,No
1893,RANKWEB3,rankweb3.com,Unknown,,Tier 3,20,,3560,No
1894,,premitools.com,Unknown,CN,Tier 3,20,,3560,No
1895,,drugtestingbrooklyn.com,,,Tier 3,20,,3560,No
1896,,kmsolar.ie,,,Tier 3,20,,3560,No
1897,,hostpicz.com,,,Tier 3,20,,3560,No
1898,,fdsestrategias.com.br,,,Tier 3,20,,3560,No
1899,,psbenefit.com,,,Tier 3,20,,3560,No
1900,Milmaq,milmaqpapelaria.com.br,Unknown,BR,Tier 3,20,,3560,No
1901,,casasgrace.com,,,Tier 3,20,,3560,No
1902,,carolgonzaganutri.com,Unknown,,Tier 3,20,,3560,No
1903,,criptogov.com,,,Tier 3,20,,3560,No
1904,Royal Suites Hotel,royalsuitesug.com,Unknown,UG,Tier 3,20,,3560,No
1905,,euprint.com.br,,,Tier 3,20,,3560,No
1906,,justbestow.com,,,Tier 3,20,,3560,No
1907,Augusto Musi,augustomusi.com,Unknown,,Tier 3,20,,3560,No
1908,,vacomfortstays.com,,,Tier 3,20,,3560,No
1909,,desbloqueoemocional.com.ar,,,Tier 3,20,,3560,No
1910,,seguros-ivanovych.com,Unknown,ES,Tier 3,20,,3560,No
1911,SENSOR GEMPA,sensorgempa.com,Unknown,JP,Tier 3,20,,3560,No
1912,,digitaldost.store,,,Tier 3,20,,3560,No
1913,,simuladoonline.com,,,Tier 3,20,,3560,No
1914,,a3e2s.ma,,,Tier 3,20,,3560,No
1915,,georgetownstrength.com,,,Tier 3,20,,3560,No
1916,,carlagerhard.com.br,,,Tier 3,20,,3560,No
1917,,dracybellelouback.com.br,,,Tier 3,20,,3560,No
1918,Clecasper.com,clecasper.com,Unknown,ES,Tier 3,20,,3560,No
1919,,smartlol.ru,,,Tier 3,20,,3560,No
1920,,clientmonk.com,,,Tier 3,20,,3560,No
1921,Livellare Engenharia,livellare.com.br,Unknown,,Tier 3,20,,3560,No
1922,,mandidigital.com.br,,,Tier 3,20,,3560,No
1923,,sabrinawachter.at,Unknown,,Tier 3,20,,3560,No
1924,FL Auto,fl-auto.hr,Unknown,,Tier 3,20,,3560,No
1925,Nepalevs Electric vechile and Charging stations of Nepal,nepalevs.com,Unknown,US,Tier 3,20,,3560,No
1926,,structxdigital.com,,,Tier 3,20,,3560,No
1927,,comandocyber.com,,,Tier 3,20,,3560,No
1928,PICKLEDBAT CO,pickledbat.com,Unknown,,Tier 3,20,,3560,No
1929,,hummingbirdgirl.com,,,Tier 3,20,,3560,No
1930,Camillepalu,camillepalu.com,Unknown,CA,Tier 3,20,,3560,No
1931,,eccossolucoes.com.br,,,Tier 3,20,,3560,No
1932,,ekfmolas.com.br,,,Tier 3,20,,3560,No
1933,,makaraungusalingbantu.com,,,Tier 3,20,,3560,No
1934,,thehairtransplantlondon.com,,,Tier 3,20,,3560,No
1935,DriveReplies.com,drivereplies.com,Unknown,,Tier 3,20,,3560,No
1936,,tallhouseconsulting.com,,,Tier 3,20,,3560,No
1937,,rohmamoidkhan.com,,,Tier 3,20,,3560,No
1938,,elitehireglobal.us,,,Tier 3,20,,3500,No
1939,,primeglobalfinlimited.org,,,Tier 3,20,,3500,No
1940,,northcoastscouts.com,,,Tier 3,20,,3500,No
1941,EY Co,eyredesign-dev.ey.com,Unknown,,Tier 3,20,,3500,No
1942,,allianz-partners.com.tr,,,Tier 3,20,,3500,No
1943,,karabar-h.schools.nsw.gov.au,,,Tier 3,20,,3500,No
1944,,allianz-partners.com.sg,,,Tier 3,20,,3500,No
1945,,test-ams-origin.mayo.edu,,US,Tier 3,20,,3500,No
1946,,aprendizadodivertidokids.com,,,Tier 3,20,,3500,No
1947,,biolight.fraunhofer.de,Unknown,DE,Tier 3,20,,3500,No
1948,,moruya-h.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,3500,No
1949,KittyKat Cat Care LLC,kittykatcatcare.com,Unknown,,Tier 3,20,,3500,No
1950,Providence Holdings Group,providenceholdingsgroup.com,Unknown,,Tier 3,20,,3500,No
1951,,xingangmachinery.com,,,Tier 3,20,,3500,No
1952,Strumyk TV,strumyktv.live,Unknown,,Tier 3,20,,3500,No
1953,,aucklandtechalliance.com,,,Tier 3,20,,3500,No
1954,,bayareascouts.org,,,Tier 3,20,,3500,No
1955,,tourconphungvinhlong.com,,,Tier 3,20,,3500,No
1956,,gameflooring.in,,,Tier 3,20,,3500,No
1957,,frelonarret.com,Unknown,FR,Tier 3,20,,3500,No
1958,,dev-aem.mayo.edu,,US,Tier 3,20,,3500,No
1959,The Habitat Advocate,habitatadvocate.com.au,Unknown,US,Tier 3,20,,3500,No
1960,,fajr.com.tr,,,Tier 3,20,,3500,No
1961,,jyotihardwares.com,Unknown,IN,Tier 3,20,,3500,No
1962,,revesby-p.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,3500,No
1963,,anmaison.com.vn,,,Tier 3,20,,3500,No
1964,,fabriziocarpi.it,,,Tier 3,20,,3500,No
1965,Son Bn Thanh,sonbenthanh.com.vn,Unknown,,Tier 3,20,,3500,No
1966,,hogardepatitas.space,,,Tier 3,20,,3500,No
1967,,veiliggebruik-mavacamten-hcp.nl,,,Tier 3,20,,3500,No
1968,,peakvistaview.com,,,Tier 3,20,,3500,No
1969,,unificaservice.com.br,,,Tier 3,20,,3500,No
1970,Delatrei,delatrei.com,Unknown,,Tier 3,20,,3500,No
1971,,toyota-cacak.rs,Unknown,SI,Tier 3,20,,3500,No
1972,DriverDealz,driverdealz.com,Unknown,,Tier 3,20,,3500,No
1973,,dgkhnm.com,,,Tier 3,20,,3500,No
1974,,karayuna-lc.schools.nsw.gov.au,Unknown,AU,Tier 3,20,,3500,No
1975,Setitours,setitours.ma,Travel,MA,Tier 3,20,,3500,No
1976,,jsfangda.com,Unknown,US,Tier 3,20,,3500,No
1977,,bidwill-h.schools.nsw.gov.au,,,Tier 3,20,,3500,No
1978,,widianovo.com,,,Tier 3,20,,3500,No
1979,,bayareascouts.net,,,Tier 3,20,,3500,No
1980,,rhxbzyp.com,Unknown,,Tier 3,20,,3500,No
1981,,drstenioagro.com.br,,,Tier 3,20,,3500,No
1982,,aviployment.com,,,Tier 3,20,,3500,No
1983,,narellan-p.schools.nsw.gov.au,,,Tier 3,20,,3500,No
1984,,cwbmilhasedestinos.com.br,,,Tier 3,20,,3500,No
1985,,nexaid.in,,,Tier 3,20,,3500,No
1986,,mercedes-benz-trucks-sgdm.fr,,,Tier 3,20,,3500,No
1987,,hotline-icu.com,Unknown,EG,Tier 3,20,,3500,No
1988,,despertarmental.com.br,,,Tier 3,20,,3500,No
1989,,german-chips.de,,,Tier 3,20,,3500,No
1990,,hornsbygir-h.schools.nsw.gov.au,,,Tier 3,20,,3500,No
1991,,kresco.fraunhofer.de,Unknown,DE,Tier 3,20,,3500,No
1992,,oceanstateofmind.be,Unknown,IT,Tier 3,20,,3500,No
1993,,mercedes-benz-trucks-kahnt-dippoldiswalde.de,Unknown,DE,Tier 3,20,,3500,No
1994,,blakehurst-h.schools.nsw.gov.au,,,Tier 3,20,,3500,No
1995,Mayuresh Group,mayureshprotenz.ae,Unknown,IN,Tier 3,20,,3500,No
1996,rentbymotofactory.com,rentbymotofactory.com,Unknown,CH,Tier 3,20,,3500,No
1997,,mscexplorajourney.co.uk,Unknown,IT,Tier 3,20,,3500,No
